studentno,gpa,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,count
2130123,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130124,2.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130125,2.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130126,2.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130127,2.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130128,1.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130129,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130130,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130131,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130132,2.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130133,2.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130134,2.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130135,1.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130136,2.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130137,2.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130138,1.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14
2130139,1.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130140,2.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130141,2.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130142,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130143,2.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130144,1.88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130145,2.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130146,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130147,1.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130148,1.68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130149,1.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130150,2.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130151,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130152,2.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130153,2.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130154,2.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130155,1.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14
2130156,1.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130157,1.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130158,2.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130159,2.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130160,2.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130161,2.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130162,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130163,2.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130164,2.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130165,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130166,2.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130167,2.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130168,2.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130169,1.87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130170,1.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130171,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130172,1.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14
2130173,2.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130174,2.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130175,1.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130176,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130177,2.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130178,2.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130179,1.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130180,1.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130181,1.92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130182,1.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14
2130183,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130184,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130185,2.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130186,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130187,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130188,1.93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130189,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130190,2.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
